Uniprot ID,molecule ID,output
P14900,CHEBI:29986,1
P0A6I6,CHEBI:30616,1
Q8LDN8,CHEBI:61457,1
Q79FV4,CHEBI:29919,1
O88974,C00019,1
Q2LAE1,C00019,1
Q59087,CHEBI:32364,1
Q05788,CHEBI:43474,1
P33121,CHEBI:30616,1
Q9FJ95,CHEBI:18202,1
Q24JL3,CHEBI:18407,1
F1QUR7,CHEBI:58052,1
O23522,CHEBI:17855,1
B0M3E8,CHEBI:61457,1
Q12335,C00080,1
Q6EI12,CHEBI:58011,1
Q8SXA6,CHEBI:17478,1
Q385J0,C00201,1
P07954,CHEBI:15589,1
Q9LFM3,C00227,1
P0ABF8,CHEBI:57597,1
Q9M325,C12145,1
Q8RQQ0,CHEBI:57917,1
P0A951,CHEBI:326268,1
P38135,CHEBI:30616,1
Q8CC88,CHEBI:30616,1
A0A060VXQ0,C00063,1
Q9R092,CHEBI:58349,1
P17814,CHEBI:15669,1
O95394,CHEBI:57776,1
P23291,C00002,1
Q9R0E1,CHEBI:58885,0
Q9R092,CHEBI:18011,1
P80187,CHEBI:29101,1
Q18411,C00063,1
D3U717,CHEBI:29934,0
Q57696,CHEBI:29748,1
Q9NYL5,C00005,1
P0A6V8,CHEBI:30616,1
P9WFX9,CHEBI:33384,1
D3XD61,CHEBI:58052,1
Q5JFG7,CHEBI:60039,1
Q91ZV4,CHEBI:17815,1
Q03161,CHEBI:58225,1
Q99MK8,CHEBI:30616,1
Q9FLV0,CHEBI:30762,1
P0C0F4,CHEBI:58885,1
Q9FS87,CHEBI:57692,1
Q02858,C00002,1
P39730,CHEBI:37565,1
Q42523,CHEBI:57344,1
P9WHH1,CHEBI:58349,1
Q8RWE8,C00035,1
Q08689,C00024,1
Q7K579,CHEBI:17815,1
P9WH75,C00705,1
P69503,CHEBI:456215,0
O93827,CHEBI:58409,1
Q9I6J8,CHEBI:58318,1
Q9ST02,CHEBI:58249,1
Q9SVU0,CHEBI:17640,1
O60218,CHEBI:57540,1
P13516,C00154,1
Q8IVS8,CHEBI:30616,1
Q9HZ04,CHEBI:35267,1
Q9JHF3,CHEBI:57405,1
O58456,CHEBI:59789,1
Q9P8C9,CHEBI:53455,1
O54864,C00019,1
A0A4Y1WAR4,CHEBI:43474,1
O14975,CHEBI:57287,1
Q57YM2,CHEBI:30616,1
P9WNX9,C00232,1
F4IRT2,CHEBI:203600,1
Q71RI9,CHEBI:16810,1
Q38BZ6,CHEBI:58349,1
P38135,CHEBI:57287,1
P43567,CHEBI:57972,1
O86041,CHEBI:58044,1
P0A6I6,CHEBI:61723,1
Q9SEL3,C00498,1
Q7T2I8,CHEBI:17347,1
E3VWI2,CHEBI:57540,1
P77161,CHEBI:16659,1
Q9SID0,CHEBI:30616,1
Q09179,CHEBI:30616,1
A0A6L8PK77,CHEBI:57540,1
J9VND2,CHEBI:17029,1
Q9FX54,CHEBI:57540,1
Q9XHE8,CHEBI:15383,1
A0A1D8PP43,CHEBI:35681,1
Q9FJV8,CHEBI:15441,1
Q8QHI0,CHEBI:18421,1
Q88EI9,CHEBI:29991,0
A0A1D8PQ07,CHEBI:57540,1
A0QTF8,CHEBI:57510,1
O17622,CHEBI:57865,1
P9WFX3,CHEBI:58359,1
P0A9J4,CHEBI:58349,1
P69054,CHEBI:16389,1
P07004,CHEBI:58066,1
P0C869,C00157,1
V9GXP9,CHEBI:29032,1
A0A0P0V5U9,CHEBI:17640,1
Q5AYU4,CHEBI:58278,1
Q9C100,C03862,1
E3W9C4,CHEBI:57618,1
Q8MLV1,CHEBI:18364,1
Q9ZUY3,CHEBI:58180,1
Q8W2B8,CHEBI:57288,1
P35505,CHEBI:18034,1
Q8MLV1,CHEBI:58349,1
P47771,CHEBI:57540,1
Q9Y7G5,C07086,1
P20673,CHEBI:57472,1
A0A481NV25,CHEBI:58315,1
G8B709,C00080,1
O46084,CHEBI:58289,1
Q8IKD3,CHEBI:57746,1
Q92375,CHEBI:58349,1
Q09179,CHEBI:29985,1
O75478,CHEBI:57288,1
Q9LZG0,CHEBI:30616,1
Q6P1M0,C00002,1
Q9BPW9,CHEBI:18011,1
Q6P1M0,C00712,1
Q10341,CHEBI:33384,1
Q58297,CHEBI:37565,1
A0A060WFK8,CHEBI:57288,1
P54226,CHEBI:59776,1
P94391,CHEBI:60039,1
A1Z7G9,CHEBI:66914,1
P0AC81,CHEBI:57474,1
P00481,CHEBI:58228,1
Q9JHG7,CHEBI:57880,0
Q13574,CHEBI:17815,1
Q13574,CHEBI:17815,1
Q99LR1,CHEBI:35759,1
O43776,CHEBI:30616,1
Q9LXE5,CHEBI:59789,1
Q84HF5,CHEBI:57783,1
P12996,CHEBI:149473,1
Q9C0Z9,C00201,1
Q9M0X9,CHEBI:57783,1
P82281,CHEBI:16240,1
P11586,C00143,1
O80396,C00017,1
P04293,C00677,0
P00904,CHEBI:29748,1
P08660,CHEBI:29991,1
Q9FLP9,C00035,1
Q5GA22,CHEBI:30616,1
Q8VYW6,CHEBI:57925,1
Q9U2Z2,CHEBI:58339,1
P82610,CHEBI:58199,1
Q58167,CHEBI:246422,1
P38972,CHEBI:30616,1
E6Y3G9,CHEBI:35627,1
P0AFE8,CHEBI:57945,1
Q1IWF2,C00002,1
P82610,CHEBI:58207,1
Q9HTE6,CHEBI:57433,1
Q12526,CHEBI:37565,1
P12996,CHEBI:59789,1
Q9VYE7,CHEBI:30616,1
Q6PC70,CHEBI:57540,1
Q24JL3,CHEBI:57678,1
P45470,CHEBI:17158,1
Q9WUZ9,CHEBI:58223,1
P34314,C00002,1
P0AGJ9,CHEBI:58315,0
Q9V396,CHEBI:17544,1
P17256,CHEBI:36464,1
Q80VQ0,CHEBI:57540,1
A7SFB5,CHEBI:30616,1
Q70GE8,CHEBI:57925,1
P48163,CHEBI:15589,1
Q22501,CHEBI:58243,1
Q9BVA6,C00002,1
Q9NJP9,CHEBI:17754,1
A0A060XV16,CHEBI:57287,1
Q9C5I1,C06239,1
Q14353,CHEBI:57742,1
Q8H151,CHEBI:57287,1
P23292,C00002,1
Q7Z2Z2,CHEBI:37565,1
P0AG18,CHEBI:58730,1
P20425,CHEBI:30616,1
P05177,C07481,1
P32419,CHEBI:57540,1
Q12341,CHEBI:57288,1
P80187,CHEBI:58116,1
A3KNM9,CHEBI:58938,0
P0ABK5,CHEBI:35235,0
Q9HTI5,CHEBI:17750,1
O75874,CHEBI:15562,1
P0A847,CHEBI:77674,1
P9WQ39,CHEBI:57287,1
Q9I188,CHEBI:58315,1
P9WN23,C00005,1
Q8N9L9,CHEBI:57292,1
P45478,CHEBI:57379,1
Q9NUI1,CHEBI:58349,1
Q96MK3,C00002,1
A0A2R6Q8R5,CHEBI:71682,1
A1B8Z3,CHEBI:16452,1
P17169,CHEBI:61527,1
A0A1D8PLF1,CHEBI:57527,1
Q9UIG0,C00002,1
P00815,CHEBI:73183,1
Q84HF5,C00080,1
Q8XJE0,CHEBI:128769,1
P05031,CHEBI:57504,1
Q6TMK4,C00708,1
Q16512,C00002,1
P20054,CHEBI:30616,1
A4VJB4,CHEBI:30616,1
Q9QX70,C00002,1
Q7ZZC3,CHEBI:57540,1
Q9ES38,C00695,1
Q05762,CHEBI:58349,1
P20054,CHEBI:58359,1
Q960M4,CHEBI:16240,1
Q9PTF4,C00002,1
Q5B440,CHEBI:30616,1
Q9LVM5,CHEBI:18072,1
Q9H845,C00040,1
Q9ULC3,CHEBI:37565,1
O93460,CHEBI:32682,1
A0A1D8PKW2,CHEBI:32966,1
Q9ZV56,CHEBI:295975,1
Q9I4D4,CHEBI:58349,1
Q9UGP5,C00677,1
I3R7G3,CHEBI:57392,1
Q04499,CHEBI:60039,1
Q6LWM9,CHEBI:58359,1
Q80UP3,CHEBI:17815,1
Q383T6,CHEBI:16389,1
Q833J1,CHEBI:57540,1
P43329,C00002,1
P51659,CHEBI:16469,1
Q9HW35,CHEBI:58805,0
Q15047,CHEBI:59789,1
P00334,CHEBI:57540,0
P93804,CHEBI:58601,1
Q38EH6,CHEBI:326268,1
Q9VQL6,CHEBI:57783,1
Q84HF5,CHEBI:57959,1
P46681,CHEBI:15801,1
Q3LRV4,CHEBI:58048,1
P40099,CHEBI:30616,1
O43463,C00019,1
O75452,CHEBI:17336,1
P11586,CHEBI:30616,1
Q57Z42,C00677,1
P07245,CHEBI:15740,1
P04818,CHEBI:15636,1
P83772,CHEBI:16737,1
Q96H96,CHEBI:60721,1
A0A140C435,CHEBI:59789,1
O15247,CHEBI:16240,1
Q7X809,C21004,1
E9ACF5,C02133,1
Q00055,CHEBI:57597,1
P52061,CHEBI:61314,1
P40566,CHEBI:17495,0
Q40253,CHEBI:57540,1
P51996,CHEBI:37565,1
P0A6F1,CHEBI:58359,1
Q9W297,CHEBI:52639,1
P18163,CHEBI:37257,1
Q8IPZ6,CHEBI:58189,1
O59763,C00002,1
Q9M304,CHEBI:33384,1
O59828,CHEBI:57972,1
Q54IL5,CHEBI:28824,1
P21889,CHEBI:29991,1
A0A060XV16,CHEBI:57540,1
P24182,CHEBI:17544,1
O14495,CHEBI:60119,1
P11295,CHEBI:32551,1
Q96WT2,CHEBI:58756,0
Q22501,CHEBI:16189,1
A0A1D8PUB1,C00002,1
Q7TVI2,CHEBI:57783,0
Q8GW72,CHEBI:28349,1
P38080,C00002,1
Q7TNT2,C00005,1
Q9BZ23,CHEBI:29032,1
Q9JMI1,CHEBI:57287,1
P47039,CHEBI:16810,1
B7YZV4,CHEBI:58165,1
G5EB08,CHEBI:30616,1
F6NZ60,CHEBI:30616,1
P00931,CHEBI:58866,1
Q06411,C00002,1
Q8C1A3,CHEBI:16304,1
A4YGN2,CHEBI:57540,1
Q9R381,CHEBI:57288,1
Q5UPJ7,CHEBI:30616,1
P87027,CHEBI:37565,1
G9M9M5,C00026,1
P17423,CHEBI:57476,0
P32190,CHEBI:17754,1
P53778,C00002,1
Q8LBA6,CHEBI:17268,1
P54199,C00002,1
Q58247,C00001,1
O53551,CHEBI:30616,1
Q9C5I1,CHEBI:46398,1
P28820,CHEBI:58359,1
P40963,CHEBI:57288,1
Q4GZ95,CHEBI:46398,1
A0A1L8HV70,CHEBI:17172,0
Q91WR5,CHEBI:16469,1
Q7G193,CHEBI:18086,1
Q06244,CHEBI:17568,1
Q5BDC1,C03862,1
Q12400,C00019,0
P33940,CHEBI:15589,1
P47039,CHEBI:58629,1
Q8WVQ1,CHEBI:456216,1
O54888,C00201,1
O70475,CHEBI:58885,1
A0A481NV25,CHEBI:57504,1
P36148,CHEBI:57642,1
O75306,CHEBI:57945,1
P0A8Q0,CHEBI:16374,1
Q9BUB5,C00002,1
P75838,CHEBI:30616,1
P50107,CHEBI:57474,1
A0A6L8PK77,CHEBI:59776,1
Q9NA25,CHEBI:57288,1
Q9HWT6,CHEBI:62787,1
Q14353,CHEBI:59789,1
A0A0R4IWW4,CHEBI:58052,1
Q9ZP06,CHEBI:15589,1
P13697,CHEBI:15589,1
Q93V58,C00002,1
Q9VGW6,C00002,1
G5EAS9,CHEBI:16301,1
Q12068,C07328,1
Q1LRV9,CHEBI:58315,1
P39346,C00770,1
P86328,CHEBI:17594,1
Q91WD5,CHEBI:16389,1
Q14DK4,CHEBI:57597,1
P53915,CHEBI:30616,1
Q64244,CHEBI:57540,1
A0A1D8PCT0,CHEBI:37671,1
P54263,CHEBI:30616,1
Q62074,C00002,1
Q146L7,CHEBI:57338,1
P9WGB7,CHEBI:58161,1
Q9NA25,CHEBI:57292,1
P34739,C00002,1
P0A955,CHEBI:17742,1
Q9HCC0,CHEBI:57344,1
Q8CFP6,CHEBI:37565,1
D3ZEY4,CHEBI:30616,1
P32962,CHEBI:17566,1
Q9P0Z9,CHEBI:57433,1
Q9VKX2,CHEBI:57540,1
D4GYH0,C03862,1
P75898,CHEBI:17568,1
Q9BYV1,CHEBI:36655,1
Q9LY74,CHEBI:75920,1
O13326,CHEBI:58340,0
Q96VN5,CHEBI:59776,1
Q05533,CHEBI:58433,1
P80183,CHEBI:29101,1
P25342,CHEBI:37565,1
Q8N3Y7,CHEBI:57540,1
P97584,C00080,1
O59715,CHEBI:31488,1
Q9VQL6,CHEBI:57384,1
P32270,C00002,1
Q4X1A4,CHEBI:57540,1
O01759,CHEBI:30616,1
Q22XZ3,CHEBI:57288,1
P46943,CHEBI:37565,1
Q9SIB9,CHEBI:16947,1
P53204,CHEBI:14649,0
P42680,C00002,1
P15907,CHEBI:57812,1
P53982,CHEBI:58349,1
P10441,CHEBI:78847,1
Q500Y9,CHEBI:57540,1
A0A1D8PP43,CHEBI:17167,1
Q9HU92,CHEBI:17684,1
Q6P6C2,C00026,1
G3V918,CHEBI:57454,1
Q12676,CHEBI:30616,1
P0A9S3,CHEBI:57540,1
Q5DW34,C00019,1
Q9VLQ1,CHEBI:58885,1
P00812,CHEBI:32682,1
Q9SRE0,CHEBI:57457,1
P32597,C00002,1
Q6EI12,CHEBI:58756,1
Q9UJ37,CHEBI:57812,1
Q4QBG5,CHEBI:58409,1
P32339,CHEBI:57618,1
Q9HWS0,CHEBI:58805,1
P82858,CHEBI:17775,1
P03905,CHEBI:57945,1
Q3C1D5,CHEBI:30043,1
P77390,CHEBI:30616,1
P75898,CHEBI:57945,1
P83099,CHEBI:30616,1
P11348,C00006,1
Q9SVA6,CHEBI:37565,1
P13011,CHEBI:57394,1
Q12283,C00083,1
Q9I491,CHEBI:58349,1
Q8P8J2,CHEBI:58228,1
Q96PC2,C00002,1
Q5A888,CHEBI:58349,0
P15700,C00002,1
P32961,CHEBI:18379,1
P30041,CHEBI:16240,1
Q6UWM9,CHEBI:58052,1
Q9XGZ0,CHEBI:58349,1
F1P5B4,CHEBI:32682,1
Q50744,CHEBI:58116,1
Q80VQ0,CHEBI:17478,1
Q9NR71,CHEBI:52639,1
Q8VWJ1,CHEBI:75434,1
A0A1B0GWN9,CHEBI:57540,1
P25911,C00002,1
P95544,C00025,1
E3VWI2,CHEBI:59776,1
Q12382,CHEBI:17815,1
P97524,CHEBI:57287,1
P38070,C00002,1
Q56063,CHEBI:16452,1
Q7JWT4,C00002,1
P13516,CHEBI:57394,1
Q8L5Y9,CHEBI:29032,1
P32961,C02938,1
Q9NUV7,CHEBI:57379,1
Q9KL03,CHEBI:326268,1
Q9JIF0,C00019,1
P32604,CHEBI:58579,1
Q6GPW6,CHEBI:30616,1
F4KBF5,CHEBI:17748,1
Q5AD05,CHEBI:18421,1
Q99PU8,C00002,1
P23917,CHEBI:37721,1
Q9ZVI9,CHEBI:58190,1
Q4GZ95,CHEBI:30616,1
P05466,CHEBI:58702,1
A9CES4,CHEBI:16813,1
Q9HTI5,CHEBI:30616,1
M9PB21,CHEBI:57288,0
P37821,CHEBI:59789,1
O54753,CHEBI:17347,1
Q92781,CHEBI:17336,1
P9WJK1,CHEBI:57642,1
Q382C3,CHEBI:37563,1
P18335,CHEBI:16810,1
Q05788,CHEBI:17596,1
Q01217,CHEBI:29123,1
O88351,C00002,1
Q59LL5,CHEBI:58278,1
Q922D8,CHEBI:15636,1
Q89GE3,CHEBI:18379,1
F1QCF6,CHEBI:58052,1
P97930,CHEBI:63528,1
Q54YZ0,CHEBI:58601,1
P27139,CHEBI:17544,1
Q9VF53,CHEBI:17310,1
Q02745,CHEBI:57812,1
P12008,CHEBI:57701,0
P77915,CHEBI:57309,0
Q9NB31,C00002,1
P50135,CHEBI:59789,1
Q9C920,CHEBI:37563,1
Q6FV03,CHEBI:17957,1
P39208,CHEBI:30616,1
P14165,CHEBI:16452,1
F1LQT1,CHEBI:30616,1
P16331,CHEBI:59560,1
Q8NSH7,CHEBI:57288,1
F4KBF5,CHEBI:30616,1
O61460,C00002,1
P22204,C00002,1
P0A8N3,CHEBI:32551,0
Q16775,CHEBI:57474,0
P04425,CHEBI:57305,1
P04014,C00002,1
C0JXB7,CHEBI:57394,1
P46010,C02938,1
Q88JU3,CHEBI:16630,1
K7MTW9,C00024,1
Q5W9E3,C00846,1
G8BGN6,CHEBI:35681,1
P28331,CHEBI:57945,1
P08092,C00002,1
Q8VZD5,C00002,1
Q9VEP1,C00019,1
Q9R0M5,CHEBI:30616,1
P00954,CHEBI:30616,1
Q54IL5,CHEBI:16933,1
Q9NDH8,CHEBI:58289,1
A1XCI5,CHEBI:30245,1
Q59PA1,C00003,1
P00459,CHEBI:30616,1
P60752,C00001,1
Q19202,CHEBI:58189,1
Q8MIR4,CHEBI:61723,1
A0A1D8PP39,C00897,0
E1C378,CHEBI:59789,1
P08425,CHEBI:30616,1
Q9I6M4,CHEBI:356010,1
G8BDA6,CHEBI:16551,1
O14717,C00019,1
Q9R092,CHEBI:18329,1
Q42523,CHEBI:30616,1
P95160,C00080,1
D5LB37,CHEBI:128769,1
P15790,C00002,1
Q13546,C00002,1
Q9R0M5,CHEBI:18385,1
Q9M8M7,CHEBI:57805,1
Q9VSL4,CHEBI:58297,1
K0BE10,CHEBI:57483,1
P32459,CHEBI:57296,1
G8XHD7,CHEBI:57555,1
A0A1D8PRQ1,CHEBI:29991,1
Q59327,CHEBI:47788,1
Q9KJ20,CHEBI:58251,1
P41743,C00002,1
Q4X1A4,CHEBI:61381,1
D7A6E5,CHEBI:18407,1
Q9CA60,C00005,0
Q980D1,CHEBI:57926,1
Q91VE0,C00712,1
P0A749,CHEBI:57705,1
Q8S8S2,C00040,1
A0A1X9IRP7,CHEBI:58756,1
Q9H845,CHEBI:57692,1
Q9CYR6,CHEBI:58601,1
P48523,CHEBI:33227,1
F8W336,CHEBI:58535,1
A8WFZ0,CHEBI:30616,1
F4K5T2,CHEBI:58340,1
P11620,CHEBI:37565,1
P77258,CHEBI:44485,1
Q9FLP9,CHEBI:62230,0
P48815,CHEBI:35681,0
P32171,CHEBI:30616,1
Q9FLV0,CHEBI:57945,1
P46919,C00093,1
F4IS54,C00568,1
Q9FZ42,CHEBI:58349,1
Q9U403,CHEBI:57288,1
Q7X809,C00007,1
Q9JME2,C00053,1
Q91WC3,CHEBI:30616,1
A0A1L8HV70,CHEBI:15698,1
P97852,CHEBI:16469,1
Q6PC70,CHEBI:17347,1
Q383G8,CHEBI:57288,1
Q9HTH6,CHEBI:30616,1
Q9SF85,CHEBI:16335,1
D5LB37,CHEBI:58057,1
P16370,C00201,0
P17812,CHEBI:30616,1
Q8ILF0,C00017,1
Q96287,C00002,1
Q7X809,CHEBI:45725,1
Q940Q8,CHEBI:57632,1
Q9KK62,CHEBI:29746,1
Q9HDU5,CHEBI:58885,1
P78329,C02477,1
Q9UEE5,C00002,1
Q9GZS9,C00053,1
I3R7G3,CHEBI:17544,1
Q39Q67,C00232,1
P0A749,CHEBI:58702,1
O34916,CHEBI:58767,1
Q9Z335,C00002,1
Q567M6,CHEBI:1722,1
P11035,CHEBI:16301,1
Q9HZZ1,C03319,1
G4XR37,CHEBI:29746,1
Q9ST03,CHEBI:58249,1
P0A9J4,CHEBI:15980,1
P53894,C00002,1
Q388R8,CHEBI:17815,0
Q6P7B9,CHEBI:57394,1
Q5A888,CHEBI:18378,1
Q9QVP9,C00002,1
P01111,CHEBI:37565,1
F1QUP2,CHEBI:17347,1
P13563,CHEBI:58052,0
Q9LUJ5,CHEBI:37565,0
P93762,C00738,1
P14550,CHEBI:17587,1
Q9C5I1,CHEBI:57559,1
G3XD94,CHEBI:57705,1
D3ZC63,C00002,1
P9WIL7,CHEBI:15636,1
P50578,CHEBI:57540,1
Q57YM2,CHEBI:57880,0
Q14534,CHEBI:57618,1
Q91ZI8,CHEBI:533015,1
Q5UPJ7,CHEBI:58315,1
P42527,C00002,1
P83645,CHEBI:16240,1
P0A6J1,CHEBI:58243,1
P77444,CHEBI:57843,1
Q9FLW9,CHEBI:456216,1
Q46920,CHEBI:58349,1
Q84WV6,CHEBI:30616,1
P9WNF9,CHEBI:16269,1
A0A076GD02,CHEBI:59789,1
O08888,CHEBI:33384,1
Q5E924,CHEBI:57540,1
O22476,C00002,0
O74866,CHEBI:30616,1
P53603,CHEBI:57456,1
P22822,CHEBI:36165,1
P11558,CHEBI:58596,1
Q14534,CHEBI:15440,1
Q8XJE0,CHEBI:58057,1
P10173,CHEBI:15589,1
A0A1D8PCV7,CHEBI:58321,1
P15808,CHEBI:246422,1
Q9Y227,CHEBI:58223,0
P25539,CHEBI:58349,1
A8CDT3,CHEBI:15441,1
F4JYE0,CHEBI:57288,0
Q94EE9,CHEBI:58315,1
P78329,CHEBI:17590,1
P95544,C00001,1
P09158,CHEBI:57834,1
P9WH75,C00343,1
P04053,C00677,1
O36015,C00019,1
P00920,CHEBI:17544,1
Q38945,CHEBI:83242,1
Q5RIL7,CHEBI:57540,1
Q8IPZ6,CHEBI:58223,1
Q3MHS3,CHEBI:58349,1
C0LTL7,CHEBI:57959,1
Q38BV6,CHEBI:58289,1
P13864,CHEBI:59789,1
C8VHB0,CHEBI:57661,1
Q6PFW1,C00002,1
Q9VGI5,C00002,1
Q9SIU0,CHEBI:57540,0
P21549,CHEBI:36655,1
Q9C7F9,CHEBI:59789,1
Q675A5,C00157,1
O60656,CHEBI:58052,1
O60656,CHEBI:58052,1
Q03RR4,CHEBI:128769,1
Q8IM71,CHEBI:30616,1
Q9R008,CHEBI:30616,1
O02058,CHEBI:58462,1
O95749,CHEBI:128769,1
Q82IY4,CHEBI:175763,1
O88673,CHEBI:30616,1
Q5AT15,CHEBI:57288,1
Q9NYV4,CHEBI:30616,1
P0CX14,C00002,1
Q8W2B8,CHEBI:33384,1
D3ZT90,CHEBI:57378,1
P21599,CHEBI:456216,1
P38169,CHEBI:57783,1
P14891,CHEBI:57540,1
Q12341,C00024,1
P9WH13,CHEBI:58601,1
Q9H497,CHEBI:30616,1
Q5QGZ8,CHEBI:58048,1
B2GV72,CHEBI:35681,1
P39160,CHEBI:17767,1
P0A8F0,CHEBI:57865,0
O43123,CHEBI:17105,1
Q4KCY6,C00040,1
Q8RUW5,CHEBI:15589,1
Q9M8Z7,CHEBI:15889,1
P0AG84,CHEBI:58349,1
P40994,CHEBI:37565,1
Q6XMI3,CHEBI:59789,1
P53096,C01997,1
P32944,C00002,1
Q9CA40,CHEBI:58462,1
E8MF10,CHEBI:58885,1
Q88RB9,CHEBI:356010,1
Q12553,CHEBI:17712,1
Q9SJM7,CHEBI:16335,1
P77915,CHEBI:59789,1
P77791,CHEBI:17306,1
Q96WT2,CHEBI:58622,1
Q9SGU9,CHEBI:57844,1
P26281,CHEBI:44841,1
P32669,CHEBI:57634,1
Q00743,CHEBI:37565,1
Q9R0X4,CHEBI:57288,1
I6Y120,CHEBI:36208,1
P27278,CHEBI:30616,1
Q09191,C00201,1
Q5B440,CHEBI:57344,1
P0A6T5,CHEBI:37565,0
Q500Y9,CHEBI:57945,1
P30744,CHEBI:33384,1
Q64FW2,CHEBI:52075,1
P30967,CHEBI:58095,1
Q54RP0,CHEBI:66914,1
Q38AZ2,CHEBI:57705,0
P27278,CHEBI:14649,1
O54735,CHEBI:57746,1
Q9FLF7,C00024,1
G3XD94,CHEBI:57540,1
P9WG59,CHEBI:57590,1
P9WMT1,CHEBI:37565,1
D6CJK0,CHEBI:15740,1
O23522,CHEBI:17615,1
Q9FIZ7,CHEBI:30616,1
P17814,CHEBI:57287,1
Q50756,CHEBI:29118,1
Q9JII6,CHEBI:17587,1
Q8IJS6,CHEBI:57618,1
Q9I0Q6,C00080,1
Q9T009,CHEBI:30616,1
P05166,CHEBI:17544,1
Q82IZ2,CHEBI:57540,1
Q9U403,CHEBI:57783,1
Q27128,CHEBI:58243,1
B7YZV4,C00942,1
Q9PU56,CHEBI:18135,1
I3R7F1,CHEBI:57392,1
Q9LE86,C00026,1
P0A870,CHEBI:57483,1
Q5ZV56,CHEBI:15354,1
Q9CAI1,CHEBI:37565,1
P00447,CHEBI:18421,1
Q9LSZ9,CHEBI:33384,1
P84140,CHEBI:57584,1
P75959,CHEBI:30616,1
P0A6B7,CHEBI:57843,1
Q29460,CHEBI:36707,1
Q9WTT6,CHEBI:16235,1
P41911,CHEBI:57597,1
Q4JL91,CHEBI:30616,1
O35244,CHEBI:16240,1
O22764,C00002,1
P0AE12,CHEBI:456215,1
Q13268,CHEBI:35681,1
Q9ULC5,CHEBI:30616,1
Q9ULC5,CHEBI:30616,1
Q00055,CHEBI:57540,1
Q8I136,C00203,1
Q11201,CHEBI:57812,0
Q05521,CHEBI:59996,1
Q89LF9,CHEBI:15354,1
Q09859,CHEBI:58772,1
Q6TBX7,CHEBI:65244,1
B3DKL7,C00019,1
Q82IZ2,CHEBI:59776,1
P40367,C00346,1
G0SBX1,CHEBI:37565,1
V9GXK8,CHEBI:30616,1
Q4LDG0,C00695,1
Q05926,CHEBI:58349,1
P00480,CHEBI:58228,1
Q9W297,CHEBI:58885,1
C8V9C8,CHEBI:29934,1
Q6B9X6,CHEBI:30616,1
Q42605,CHEBI:58885,1
A0A1D8PP43,CHEBI:57540,1
Q7X8C5,C00002,1
Q75IS2,CHEBI:37565,1
A0A1D8PCX9,CHEBI:37565,1
Q12189,CHEBI:58273,1
P76658,CHEBI:61593,0
P32266,CHEBI:37565,0
Q8JFG5,CHEBI:18135,1
Q6XMI3,C13309,1
P42734,CHEBI:58349,1
Q9ZT64,CHEBI:16220,1
Q9HCC0,CHEBI:17544,1
P13551,CHEBI:37565,1
O18404,CHEBI:35349,1
P0A8Q0,CHEBI:30031,1
P97562,CHEBI:58677,1
P07245,CHEBI:57453,1
P01574,CHEBI:17698,1
O75251,CHEBI:57945,1
Q12553,CHEBI:57540,1
Q4G050,C00002,1
Q5SWU9,CHEBI:30616,1
F1QYW1,CHEBI:58052,1
Q9P9N0,CHEBI:58040,1
Q49HN1,CHEBI:30616,0
Q66GP9,CHEBI:32682,1
Q8LDN8,CHEBI:58885,1
P9WM07,CHEBI:58805,1
O13326,CHEBI:29919,1
Q9ST02,CHEBI:16810,1
O74866,CHEBI:57986,1
Q09123,CHEBI:37721,1
Q64633,CHEBI:58052,1
P18163,C00712,1
Q9C920,CHEBI:85986,1
P53739,C00002,1
H9D1R1,CHEBI:57925,1
P00962,CHEBI:58359,1
P48163,CHEBI:58349,1
Q3TIG7,CHEBI:30616,1
P71828,CHEBI:58297,0
P71828,CHEBI:57474,0
P71828,CHEBI:57688,0
A0A1D8PGI8,CHEBI:58121,0
A0A1D8PGI8,CHEBI:58766,0
Q8NEZ4,C01944,0
Q8NEZ4,CHEBI:57328,0
Q8NEZ4,CHEBI:57369,0
F4K5T2,CHEBI:33384,0
F4K5T2,CHEBI:35247,0
F4K5T2,CHEBI:57972,0
Q05762,CHEBI:57457,0
Q05762,CHEBI:18608,1
Q05762,CHEBI:58207,0
Q8NBN7,C00002,0
Q8NBN7,CHEBI:57326,0
Q8NBN7,CHEBI:57385,0
Q6Z6M4,CHEBI:57429,0
Q6Z6M4,CHEBI:16947,0
Q03557,C00025,0
Q03557,CHEBI:46911,0
Q03557,CHEBI:58402,0
P04551,CHEBI:57345,0
P04551,CHEBI:57967,0
P04551,C00877,0
Q07993,CHEBI:17268,0
Q07993,CHEBI:16813,0
P38122,CHEBI:15361,0
P38122,CHEBI:58136,0
P38122,CHEBI:16763,0
Q9SJM7,C00063,0
Q9SJM7,CHEBI:46398,0
Q9SJM7,CHEBI:57865,0
P13697,C00020,0
P13697,CHEBI:57783,0
P13697,CHEBI:58343,0
Q9C942,CHEBI:456216,0
Q9C942,CHEBI:57856,0
Q9C942,CHEBI:59457,0
P38555,CHEBI:57388,0
P38555,C00877,0
P38555,C00035,0
P36615,CHEBI:57945,0
P36615,CHEBI:17256,0
P36615,CHEBI:57287,0
Q3UYH7,C00212,0
Q3UYH7,CHEBI:57378,0
Q3UYH7,C00024,0
Q9HDU5,CHEBI:57720,0
Q9HDU5,CHEBI:58579,0
Q9HDU5,CHEBI:57897,0
